name,nickname,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth
Azamat Gashimov,,8,3,0,167.64,56.7,,Orthodox,07-04-1990
Azamat Murzakanov,The Professional,13,0,0,177.8,92.99,180.34,Southpaw,12-04-1989
Azat Maksum,Qazaq,17,0,0,170.18,56.7,177.8,Southpaw,02-02-1995
Azunna Anyanwu,Zulu,14,5,0,185.42,113.85,,Orthodox,05-08-1981
Baergeng Jieleyisi,,12,4,0,175.26,61.23,180.34,Orthodox,24-11-1995
Bahatebole Batebolati,Lion King,8,1,1,180.34,70.31,180.34,Southpaw,12-09-1997
Balajin,The Snow Leopard,23,4,0,175.26,65.77,182.88,Orthodox,31-03-1992
Bao Quach,,19,10,1,160.02,65.77,,Orthodox,04-09-1979
Barb Honchak,Little Warrior,10,4,0,162.56,56.7,165.1,Orthodox,30-08-1979
Bart Palaszewski,Bartimus,36,17,0,175.26,65.77,177.8,Orthodox,30-05-1983
Bartosz Fabinski,The Butcher,15,5,0,182.88,77.11,190.5,Orthodox,26-04-1986
Baru Harn,Seiryu,1,2,0,,120.2,,,
Bas Rutten,El Guapo,28,4,1,185.42,92.99,,Orthodox,24-02-1965
Bassil Hafez,The Habibi,8,4,1,180.34,77.11,182.88,Orthodox,31-01-1992
Batgerel Danaa,Storm,12,5,0,170.18,61.23,177.8,Orthodox,04-07-1989
Bazigit Atajev,Volk,17,1,0,185.42,104.33,,Orthodox,
Bea Malecki,,4,1,0,175.26,61.23,187.96,Orthodox,23-08-1991
Bec Rawlings,Rowdy,7,8,0,167.64,56.7,162.56,Orthodox,11-02-1989
Belal Muhammad,Remember the Name,23,3,0,180.34,77.11,182.88,Orthodox,09-07-1988
Ben Alloway,Blanco,18,8,0,180.34,77.11,193.04,Orthodox,19-02-1981
Ben Askren,Funky,19,2,0,180.34,77.11,185.42,Orthodox,18-07-1984
Ben Earwood,,12,3,0,172.72,77.11,,Orthodox,
Ben Holscher,The Teacher,4,0,0,180.34,70.31,,,
Ben Jones,Blitzkrieg,4,4,0,,83.91,,,
Ben Lagman,Bad News,6,5,0,187.96,83.91,,,
Ben Nguyen,Ten,16,8,0,165.1,56.7,165.1,Switch,03-08-1988
Ben Reiter,The Hunter,17,2,1,190.5,83.91,,,
Ben Rothwell,,39,14,0,193.04,120.2,198.12,Orthodox,17-10-1981
Ben Saunders,Killa B,22,13,2,187.96,77.11,195.58,Orthodox,13-04-1983
Ben Sosoli,Combat Wombat,7,3,0,182.88,120.2,182.88,Southpaw,10-12-1989
Ben Wall,Manimal,8,7,1,177.8,70.31,,Orthodox,25-03-1989
Bendy Casimir,,20,14,2,165.1,65.77,,Southpaw,10-06-1980
Beneil Dariush,,22,6,1,177.8,70.31,182.88,Southpaw,06-05-1989
Benito Lopez,Golden Boy,10,2,0,177.8,61.23,185.42,Switch,06-04-1994
Benji Radach,Razor,21,7,0,177.8,83.91,,Orthodox,05-04-1979
Benoit Saint Denis,God of War,13,1,0,180.34,70.31,185.42,Southpaw,18-12-1995
Benson Henderson,Smooth,24,7,0,175.26,77.11,177.8,Southpaw,16-11-1983
Bentley Syler,Bolivia,5,1,0,162.56,56.7,,Orthodox,22-12-1982
Bernardo Magalhaes,Trekko,13,4,0,175.26,70.31,,Orthodox,08-04-1981
Bertrand Amoussou,,1,1,0,172.72,86.18,,Orthodox,
Besam Yousef,,7,4,0,180.34,77.11,,Orthodox,25-03-1985
Bethe Correia,Pitbull,11,6,1,165.1,61.23,162.56,Orthodox,22-06-1983
Bevon Lewis,,7,3,0,190.5,83.91,200.66,Orthodox,05-05-1991
Bharat Kandare,Daring,5,3,0,170.18,61.23,182.88,Orthodox,20-06-1987
Bibiano Fernandes,,20,3,0,170.18,63.05,,Orthodox,30-03-1980
Bibulatov Magomed,Chaborz,14,2,0,165.1,56.7,165.1,Orthodox,22-08-1988
Bill Algeo,Senor Perfecto,18,7,0,182.88,65.77,185.42,Switch,09-06-1989
Bill Cooper,,2,1,0,,70.31,,,
Bill Duvall,,1,2,0,187.96,83.91,,Southpaw,
Bill Mahood,The Butcher,20,7,1,190.5,90.72,,Orthodox,01-02-1967
Billy Evangelista,,13,3,0,172.72,70.31,172.72,Orthodox,07-10-1980
Billy Giovanella,Wolverine,9,5,0,172.72,56.7,,,
Billy Goff,,9,2,0,177.8,77.11,182.88,Switch,18-06-1998
Billy Miles,The Kid,2,2,0,177.8,77.11,,Orthodox,28-04-1978
Billy Pasulatan,,10,3,0,165.1,56.7,167.64,Switch,07-08-1991
Billy Quarantillo,,18,5,0,177.8,65.77,177.8,Orthodox,08-12-1988
Billy Vaughan,,12,17,0,167.64,70.31,,,
BJ Penn,The Prodigy,16,14,2,175.26,70.31,177.8,Orthodox,13-12-1978
Blagoy Ivanov,Baga,19,6,0,180.34,113.4,185.42,Southpaw,09-10-1986
Blair Tugman,,10,6,0,182.88,61.23,,,
Blake Bilder,El Animal,8,1,1,172.72,65.77,172.72,Switch,12-07-1990
Blake Bowman,,2,6,0,187.96,77.11,,,
Blake Watkins,,5,1,0,,83.91,,,
Blas Avena,The Disciple,8,7,0,182.88,77.11,187.96,Orthodox,30-06-1983
Blood Diamond,,3,3,0,180.34,77.11,193.04,Switch,10-07-1988
Bo Cantrell,Redrum,10,10,0,187.96,106.59,,Orthodox,08-02-1969
Bo Nickal,,5,0,0,185.42,83.91,193.04,Southpaw,14-01-1996
Bob Cook,Crazy,5,0,0,175.26,77.11,,Orthodox,
Bob Gilstrap,,5,7,0,190.5,90.72,,Orthodox,
Bob Sapp,The Beast,11,20,0,195.58,158.76,,Orthodox,22-09-1974
Bob Schrijber,Dirty,20,17,1,182.88,108.86,,Orthodox,
Bobby Cooper,Super Duper,12,7,0,185.42,70.31,,,
Bobby Escalante,,5,6,0,,58.97,,,
Bobby Flynn,,6,4,0,,77.11,,,
Bobby Green,King,31,15,1,177.8,70.31,180.34,Orthodox,09-09-1986
Bobby Hoffman,The Truth,36,10,1,187.96,111.13,,Orthodox,28-10-1968
Bobby Lashley,,15,2,0,190.5,115.67,198.12,Orthodox,16-07-1976
Bobby McAndrews,,1,3,0,,,,Orthodox,
Bobby Moffett,The Wolfman,13,5,0,177.8,65.77,185.42,Orthodox,01-06-1990
Bobby Nash,,8,4,0,182.88,77.11,187.96,Orthodox,26-03-1990
Bobby Sanchez,The Kid,10,35,0,170.18,70.31,,Orthodox,
Bobby Southworth,,10,6,0,187.96,92.99,,Orthodox,16-12-1969
Bobby Stack,,8,3,0,175.26,70.31,,Orthodox,
Bobby Voelker,Vicious,19,13,0,182.88,77.11,187.96,Orthodox,26-04-1979
Bogdan Grad,The Unleashed,11,2,0,172.72,70.31,177.8,Orthodox,28-09-1995
Bogdan Guskov,Czarevitch,14,3,0,190.5,92.99,193.04,Orthodox,12-09-1992
Bojan Mihajlovic,,10,6,0,180.34,92.99,185.42,Orthodox,30-03-1980
Bojan Velickovic,Serbian Steel,15,6,1,182.88,77.11,193.04,Southpaw,18-12-1988
Bolaji Oki,The Zulu Warrior,8,1,0,177.8,70.31,185.42,Orthodox,15-11-1995
Booker DeRousse,,6,5,0,187.96,92.99,,,
Boston Salmon,Boom Boom,6,3,0,175.26,61.23,175.26,Southpaw,20-11-1990
Brad Blackburn,Bad Brad,18,13,1,177.8,77.11,185.42,Orthodox,25-05-1977
Brad Gumm,,10,6,1,180.34,77.11,,Orthodox,
Brad Imes,Hillbilly Heartthrob,13,7,0,200.66,120.2,,Orthodox,13-03-1977
Brad Katona,Superman,15,2,0,167.64,61.23,162.56,Orthodox,19-12-1991
Brad Kohler,,12,15,0,175.26,99.79,,Orthodox,26-05-1964
Brad Mitchell,,4,2,0,180.34,65.77,,,
Brad Morris,,10,6,0,187.96,92.99,,Orthodox,01-11-1979
Brad Pickett,One Punch,25,14,0,167.64,61.23,172.72,Orthodox,24-09-1978
Brad Riddell,Quake,10,4,0,170.18,70.31,180.34,Orthodox,30-09-1991
Brad Royster,,1,2,0,,61.23,,,
Brad Scott,Bear,11,6,0,185.42,77.11,193.04,Orthodox,24-06-1989
Brad Tavares,,20,9,0,185.42,83.91,187.96,Orthodox,21-12-1987
Brady Fink,,2,3,0,182.88,83.01,,Orthodox,
Brady Hiestand,,8,2,0,172.72,61.23,180.34,Orthodox,30-04-1999
Brady Huang,The Kung Fu Warrior,11,2,0,175.26,61.23,175.26,Orthodox,16-12-1992
Branden Lee Hinkle,The Iron Lion,17,11,0,190.5,106.59,,Orthodox,29-07-1973
Brandon Cash,Money,10,4,0,195.58,115.67,,Orthodox,
Brandon Davis,Killer B,14,10,0,177.8,61.23,182.88,Orthodox,08-05-1990
Brandon Foxworth,,18,4,0,180.34,65.77,,Orthodox,28-04-1979
Brandon Gaines,,5,21,0,190.5,83.91,,,
Brandon Girtz,Cold Roll,14,7,0,170.18,70.31,,,
Brandon Halsey,Bull,9,3,0,182.88,83.91,,,
Brandon Hester,The Beast,3,0,0,185.42,92.99,,,
Brandon Jenkins,The Human Highlight Reel,15,9,0,182.88,70.31,180.34,Switch,30-09-1991
Brandon Lewis,,6,2,0,162.56,61.23,177.8,Orthodox,02-08-1997
Brandon Lowe,,2,1,0,,70.31,,,
Brandon Magana,,6,2,0,,77.11,,Orthodox,
Brandon Melendez,The Murderer,25,25,0,180.34,70.31,,Southpaw,24-03-1983
Brandon Michaels,,4,14,0,175.26,83.91,,,
Brandon Moreno,The Assassin Baby,21,7,2,170.18,56.7,177.8,Orthodox,07-12-1993
Brandon Polcare,,1,1,0,,56.7,,,
Brandon Royval,Raw Dawg,15,6,0,175.26,56.7,172.72,Southpaw,16-08-1992
Brandon Saling,White Steel,8,6,0,177.8,77.11,,,
Brandon Sayles,Man of War,5,1,0,195.58,120.2,,,
Brandon Sene,,2,2,0,180.34,92.99,,,
Brandon Shuey,Big Dawg,7,6,0,170.18,70.31,,Orthodox,01-02-1976
Brandon Thatch,Rukus,11,5,0,187.96,77.11,187.96,Switch,11-07-1985
Brandon Vera,The Truth,15,7,0,190.5,104.33,198.12,Orthodox,10-10-1977
Brandon Visher,The Viper,13,3,0,167.64,61.23,172.72,Orthodox,06-05-1984
Brandon Wolff,,7,5,0,175.26,77.11,,Orthodox,18-10-1975
Branko Cikatic,,0,2,0,185.42,97.52,,Orthodox,03-10-1954
Braxton Smith,The Beautiful Monster,5,2,0,180.34,116.57,182.88,Orthodox,01-01-1990
Brendan Allen,All In,23,5,0,187.96,83.91,190.5,Orthodox,28-12-1995
Brendan Loughnane,,17,3,0,177.8,65.77,177.8,Switch,05-12-1989
Brendan O'Reilly,Badger,6,3,0,170.18,77.11,175.26,Orthodox,24-06-1987
Brendan Schaub,Big Brown,10,5,0,193.04,111.13,198.12,Orthodox,18-03-1983
Brendan Seguin,,23,19,1,182.88,83.91,,,
Brendon Marotte,The Kid,8,2,0,175.26,70.31,177.8,Orthodox,12-01-1996
Brendson Ribeiro,The Gorilla,15,5,0,190.5,92.99,205.74,Orthodox,08-09-1996
Brennan Ward,The Irish Bad Boy,14,5,0,177.8,77.11,180.34,,
Brent Primus,,8,0,0,177.8,70.31,,,
Bret Bergmark,The Angry Hick,6,1,1,175.26,77.11,,,
Brett Albee,,3,2,0,,102.06,,,
Brett Cooper,,23,12,0,182.88,77.11,,Orthodox,02-07-1987
Brett Johns,The Pikey,17,2,0,170.18,61.23,180.34,Orthodox,21-02-1992
Brett Rogers,The Grim,17,10,0,195.58,120.2,205.74,Orthodox,17-02-1981
Brett Tillis,,0,0,0,,65.77,,,
Brian Bowles,,10,3,0,170.18,61.23,177.8,Orthodox,22-06-1980
Brian Camozzi,Mantis,7,5,0,187.96,77.11,198.12,Orthodox,24-06-1991
Brian Cobb,,20,9,0,180.34,70.31,,Orthodox,
Brian Davidson,,13,4,0,167.64,65.77,,,
Brian Ebersole,Bad Boy,51,18,1,182.88,77.11,185.42,Southpaw,27-11-1980
Brian Foster,The Foster Boy,27,10,0,175.26,77.11,180.34,Orthodox,03-04-1984
Brian Gassaway,,29,20,2,185.42,77.11,,Orthodox,07-08-1972
Brian Geraghty,Duke,26,18,1,170.18,70.31,,Orthodox,04-11-1980
Brian Houston,B-Hue,4,6,0,187.96,83.91,,Orthodox,26-04-1981
Brian Johnston,,5,5,0,190.5,104.33,,Orthodox,
Brian Kelleher,Boom,24,14,0,167.64,61.23,167.64,Switch,19-08-1986
Brian Lo-A-Njoe,,6,10,3,170.18,70.31,,Orthodox,
Brian McLaughlin,,6,2,0,175.26,70.31,,,
Brian Melancon,,7,3,0,172.72,77.11,,Orthodox,28-05-1982
Brian Ortega,T-City,15,3,0,172.72,65.77,175.26,Switch,21-02-1991
Brian Rogers,The Professional Predator,14,9,0,180.34,83.91,,,
Brian Schwartz,,1,1,0,190.5,77.11,,Orthodox,
Brian Sleeman,,9,9,1,172.72,83.91,,,
Brian Stann,All American,12,6,0,185.42,92.99,187.96,Orthodox,24-09-1980
Brian Warren,Mr. Unbreakable,18,17,1,182.88,83.91,,Orthodox,
Brianna Fortino,The Bull,9,3,0,152.4,52.16,157.48,Southpaw,04-08-1993
Bristol Marunde,,16,10,0,185.42,77.11,190.5,Orthodox,20-04-1982
Brock Jardine,The Machine,12,6,0,180.34,77.11,,Orthodox,10-07-1985
Brock Larson,,42,10,0,180.34,77.11,180.34,Southpaw,23-08-1977
Brock Lesnar,,5,3,0,190.5,120.2,205.74,Orthodox,12-07-1977
Brodie Farber,,16,7,0,185.42,77.11,,Orthodox,05-07-1980
Brogan Walker,The Bear,8,4,0,162.56,56.7,170.18,Switch,02-08-1988
Brok Weaver,Chata Tuska,15,6,0,182.88,70.31,185.42,Southpaw,05-12-1991
Bronson Mohika,,1,1,0,,61.23,,,
Brooke Mayo,The Bully,0,1,0,170.18,56.7,,,
Bruna Brasil,,9,3,1,167.64,52.16,165.1,Orthodox,07-09-1993
Brunno Ferreira,The Hulk,10,1,0,177.8,83.91,182.88,Orthodox,04-11-1992
Bruno Assis,Brunao,8,4,0,187.96,83.91,,Orthodox,23-05-1992
Bruno Carvalho,,10,5,0,172.72,69.85,,,
Bruno Korea,,7,3,0,167.64,61.23,165.1,,
Bruno Lopes,Brunao,11,1,0,187.96,92.99,190.5,Orthodox,24-04-1993
Bruno Oliveira,,8,2,0,193.04,92.99,203.2,Orthodox,02-05-1984
Bruno Santos,Carioca,15,2,0,175.26,83.91,,Orthodox,17-07-1987
Bruno Silva,Bulldog,13,5,2,162.56,56.7,165.1,Orthodox,16-03-1990
Bruno Silva,Blindado,23,10,0,182.88,83.91,187.96,Orthodox,13-07-1989
Bruno Souza,The Tiger,10,3,0,177.8,65.77,177.8,Orthodox,07-03-1996
Bryan Baker,The Beast,18,5,0,190.5,83.91,,Orthodox,13-10-1985
Bryan Barberena,Bam Bam,18,11,0,182.88,77.11,182.88,Southpaw,03-05-1989
Bryan Battle,Pooh Bear,11,2,0,185.42,77.11,195.58,Orthodox,21-09-1994
Bryan Caraway,Kid Lightning,21,9,0,172.72,61.23,172.72,Orthodox,04-08-1984
Bryan Humes,,6,2,0,,120.2,,,
Bryan Pardoe,Pain Inducer,13,16,0,185.42,92.99,,Orthodox,
Bryan Travers,,15,4,0,,70.31,,,
Bryan Vetell,,4,3,0,190.5,120.2,,Southpaw,26-07-1977
Bryanna Fissori,,2,4,0,162.56,65.77,,,
Bryce Mejia,,3,1,0,185.42,77.11,,,
Bryce Mitchell,Thug Nasty,16,2,0,177.8,65.77,177.8,Southpaw,04-10-1994
Bryson Kamaka,,12,20,1,180.34,77.11,,Orthodox,
Bubba Bush,The Fightin' Texas Aggie,8,3,0,182.88,83.91,,Orthodox,24-07-1985
Bubba Jenkins,The Highlight Kid,11,4,0,170.18,65.77,,,
Bubba Pugh,,3,3,0,177.8,83.91,,,
Buck Meredith,,3,3,0,187.96,83.91,,,
Buddy Roberts,,12,3,0,187.96,83.91,,Orthodox,17-10-1982
Bu-Kyung Jung,,0,4,0,170.18,69.85,,Orthodox,26-05-1978
Byron Bloodworth,,6,3,0,172.72,61.23,,Orthodox,16-08-1983
Cain Carrizosa,The Insane,10,3,0,172.72,70.31,,Orthodox,22-07-1986
Cain Velasquez,,14,3,0,185.42,108.86,195.58,Orthodox,28-07-1982
Caio Bittencourt,Leao,14,7,0,182.88,83.91,190.5,Orthodox,22-05-1991
Caio Borralho,The Natural,15,1,0,177.8,83.91,190.5,Southpaw,16-01-1993
Caio Machado,Bigfoot,8,2,1,193.04,113.4,198.12,Southpaw,20-07-1994
Caio Magalhaes,Hellboy,10,3,0,185.42,83.91,185.42,Orthodox,14-12-1987
Cal Worsham,,13,10,0,180.34,104.33,,Orthodox,
Cale Yarbrough,,8,3,0,185.42,83.91,,Orthodox,27-12-1986
Calen Born,,7,1,0,172.72,77.11,182.88,Switch,24-05-1988
Callan Potter,The Rockstar,18,9,0,182.88,77.11,182.88,Orthodox,09-06-1984
Calvin Kattar,,23,7,0,180.34,65.77,182.88,Orthodox,26-03-1988
Cameron Church,,4,1,0,180.34,70.31,182.88,Orthodox,27-09-1990
Cameron Dollar,,11,5,0,180.34,70.31,,Orthodox,12-05-1987
Cameron Else,Camchida,10,6,0,175.26,61.23,180.34,Switch,27-04-1987
Cameron Olson,Cap'n Crunch,7,3,0,185.42,92.99,190.5,Orthodox,22-11-1989
Cameron Rowston,Van Damme,8,2,0,,83.91,,,
Cameron Saaiman,MSP,9,1,0,172.72,61.23,170.18,Southpaw,20-12-2000
Cameron Smotherman,The Baby-Faced Killa,8,4,0,175.26,61.23,175.26,Orthodox,17-09-1997
Cameron VanCamp,Jumpman,15,7,1,187.96,70.31,187.96,Switch,27-04-1993
Canaan Kawaihae,,6,2,0,182.88,65.77,180.34,Southpaw,26-08-1997
Caol Uno,Uno Shoten,33,19,5,170.18,70.31,177.8,Southpaw,08-05-1975
Caolan Loughran,The Don,8,1,0,167.64,61.23,172.72,Orthodox,18-05-1996
Carina Damm,Beauty But the Beast,2,13,0,162.56,61.23,,,
Carl Deaton,The Anishinaabe Kid,17,7,0,170.18,70.31,175.26,Orthodox,24-11-1989
Carl Malenko,,6,4,0,180.34,90.72,,Orthodox,
Carl Seumanutafa,,10,8,0,185.42,115.67,,Orthodox,
Carl Toomey,,3,3,0,,,,,
Carla Esparza,Cookie Monster,20,7,0,154.94,52.16,160.02,Orthodox,10-10-1987
Carli Judice,Crispy,3,1,0,170.18,56.7,172.72,Southpaw,02-03-1999
Carlo Pedersoli Jr.,Semento,11,3,0,180.34,77.11,190.5,Southpaw,08-06-1993
Carlo Prater,Neo,31,18,1,180.34,70.31,182.88,Switch,25-06-1981
Carlos Barreto,,14,9,0,193.04,104.33,,Orthodox,
Carlos Candelario,The Cannon,8,3,0,172.72,56.7,172.72,Southpaw,04-06-1991
Carlos Condit,The Natural Born Killer,32,14,0,187.96,77.11,190.5,Orthodox,26-04-1984
Carlos Eduardo Rocha,Ta Danado,9,4,0,177.8,77.11,185.42,Orthodox,12-07-1981
Carlos Felipe,Boi,11,2,0,182.88,111.13,190.5,Orthodox,12-01-1995
Carlos Hernandez,,9,2,0,172.72,56.7,170.18,Orthodox,25-10-1993
Carlos Huachin,Perro Malo,10,5,1,162.56,61.23,170.18,Southpaw,04-06-1996
Carlos Mota,Tizil,8,2,0,162.56,56.7,175.26,Orthodox,15-04-1995
Carlos Newton,The Ronin,16,14,0,175.26,77.11,,Orthodox,17-08-1976
Carlos Prates,The Nightmare,17,6,0,185.42,77.11,198.12,Switch,17-08-1993
Carlos Ulberg,Black Jag,10,1,0,193.04,92.99,195.58,Orthodox,07-11-1990
Carlos Vera,Pequeno,11,3,0,,61.23,,,
Carlos Zevallos,,3,4,0,182.88,92.99,,Orthodox,
Carls John De Tomas,,6,2,0,165.1,56.7,180.34,Southpaw,28-08-1996
Carlston Harris,Mocambique,19,5,0,182.88,77.11,193.04,Orthodox,09-07-1987
Carlton Jones,,1,4,0,185.42,102.06,,Orthodox,
Carlton Minus,Clutch,10,3,0,177.8,77.11,190.5,Orthodox,26-04-1993
Carmelo Marrero,The Fury,16,6,0,182.88,92.99,185.42,Orthodox,26-01-1981
Caros Fodor,The Future,11,6,0,175.26,70.31,187.96,Orthodox,07-01-1984
Carter Williams,The Beast,4,5,0,185.42,120.2,,Orthodox,
Casey Huffman,Hellbent,3,1,0,190.5,83.91,,,
Casey Kenney,,16,4,1,170.18,61.23,172.72,Southpaw,20-03-1991
Casey Olson,The Underdog,14,5,0,170.18,65.77,,Orthodox,
Casey O'Neill,King,9,1,0,167.64,56.7,175.26,Orthodox,07-10-1997
Casey Ryan,,7,3,0,,83.91,,,
Cat Zingano,Alpha,10,4,0,167.64,65.77,172.72,Southpaw,01-07-1982
Cathal Pendred,The Punisher,17,4,1,185.42,77.11,190.5,Orthodox,02-09-1987
CB Dollaway,The Doberman,17,9,0,187.96,83.91,193.04,Orthodox,10-08-1983
Cedric Doumbe,,2,0,0,177.8,77.11,,,
Cesar Almeida,Cesinha,4,0,0,185.42,83.91,187.96,Orthodox,28-03-1988
Cesar Arzamendia,Goku,8,3,0,180.34,70.31,,Orthodox,31-01-1991
Cesar Gracie,,0,1,0,177.8,82.1,,Orthodox,
Cesar Marscucci,,3,2,0,,,,,
Cezar Ferreira,Mutante,13,8,0,185.42,83.91,198.12,Southpaw,15-02-1985
Chad Anheliger,The Monster,12,7,0,167.64,61.23,162.56,Orthodox,01-12-1986
Chad Cook,,10,12,0,187.96,92.99,,,
Chad Corvin,The Brave Warrior,5,0,0,195.58,115.67,,,
Chad George,Savage,16,8,0,167.64,61.23,172.72,Southpaw,30-04-1982
Chad Griggs,The Grave Digger,11,3,0,185.42,92.99,185.42,Orthodox,15-05-1978
Chad Hanekom,Superman,9,3,0,193.04,83.91,187.96,Orthodox,20-04-1990
Chad Johnson,Big Rigg,6,2,0,187.96,104.33,203.2,Orthodox,22-07-1986
Chad Laprise,The Disciple,13,4,0,177.8,77.11,180.34,Orthodox,23-07-1986
Chad Leonhardt,The Boss,9,4,0,182.88,77.11,,,
Chad Mendes,Money,18,5,0,167.64,65.77,167.64,Orthodox,01-05-1985
Chad Reiner,The Grinder,33,18,0,180.34,77.11,,Orthodox,29-06-1981
Chad Robichaux,Robo,13,2,0,162.56,61.23,,,
Chad Sutton,,2,2,0,185.42,83.91,,,
Chad Vance,,7,5,0,182.88,83.91,,Orthodox,
Chad W. Saunders,,7,2,0,177.8,77.11,,Orthodox,
Chael Sonnen,,29,15,1,185.42,92.99,185.42,Southpaw,03-04-1977
Chalid Arrab,Die Faust,7,3,0,180.34,92.99,,Orthodox,28-05-1975
Chan Sung Jung,The Korean Zombie,17,8,0,170.18,65.77,182.88,Orthodox,17-03-1987
Chance Farrar,,8,3,0,175.26,65.77,,Southpaw,11-09-1975
Chance Rencountre,Black Eagle,14,4,0,187.96,77.11,190.5,Southpaw,31-12-1986
Chandler Cole,The Hammer,10,4,0,177.8,119.75,182.88,Orthodox,09-01-1995
ChangHo Lee,,9,1,0,172.72,61.23,175.26,Orthodox,09-05-1994
Chan-Mi Jeon,,5,2,0,165.1,52.16,,Orthodox,28-08-1997
Charalampos Grigoriou,Ferocious,8,3,0,170.18,61.23,170.18,Orthodox,31-03-1992
Charlene Gellner,Princess,0,4,0,157.48,56.7,,,
Charles Bennett,Krazy Horse,30,33,2,172.72,70.31,,Orthodox,23-11-1979
Charles Byrd,Kid Dynamite,10,7,0,177.8,83.91,185.42,Orthodox,11-10-1983
Charles Johnson,InnerG,13,6,0,175.26,56.7,177.8,Switch,10-01-1991
Charles Jourdain,Air,15,6,1,175.26,65.77,175.26,Switch,27-11-1995
Charles McCarthy,Chainsaw,10,5,0,177.8,83.91,180.34,Orthodox,06-08-1980
Charles McTorry,,3,0,0,,,,,
Charles Oliveira,Do Bronxs,34,9,0,177.8,70.31,187.96,Orthodox,17-10-1989
Charles Radtke,Chuck Buffalo,8,3,0,175.26,77.11,182.88,Orthodox,09-07-1990
Charles Rosa,Boston Strong,14,8,0,175.26,65.77,175.26,Switch,24-08-1986
Charlie Brenneman,The Spaniard,19,8,0,177.8,70.31,177.8,Orthodox,09-02-1981
Charlie Campbell,The Cannibal,8,2,0,182.88,70.31,182.88,Orthodox,03-07-1995
Charlie Kohler,,8,4,1,175.26,70.31,,Orthodox,16-07-1976
Charlie Ontiveros,American Bad Boy,11,9,0,187.96,70.31,187.96,Switch,04-07-1991
Charlie Valencia,,12,7,0,160.02,61.23,162.56,Orthodox,31-10-1974
Charlie Ward,,3,3,0,180.34,77.11,,Orthodox,17-12-1980
Charon Spain,,14,26,0,175.26,70.31,,,
Chas Skelly,The Scrapper,19,3,0,180.34,65.77,182.88,Orthodox,11-05-1985
Chase Beebe,,24,13,1,170.18,61.23,170.18,Orthodox,29-03-1985
Chase Gibson,El Guero,9,5,0,177.8,70.31,182.88,Orthodox,07-02-1990
Chase Gormley,,14,6,0,190.5,120.2,,Orthodox,
Chase Hooper,The Dream,13,3,1,185.42,70.31,187.96,Southpaw,13-09-1999
Chase Sherman,The Vanilla Gorilla,16,12,0,193.04,113.4,198.12,Orthodox,16-11-1989
Chase Waldon,,11,2,0,185.42,83.91,190.5,Orthodox,19-09-1986
Chatt Lavender,,9,7,0,172.72,77.11,,,
Che Mills,Beautiful,16,10,0,185.42,77.11,193.04,Orthodox,29-09-1982
Cheick Kongo,,27,10,2,193.04,108.86,208.28,Orthodox,17-05-1975
Chel Erwin-Davis,The First Sun,5,1,0,182.88,77.11,,,
Chelsea Chandler,,5,2,0,172.72,65.77,172.72,Southpaw,23-11-1990
Chelsea Hackett,Hammer,3,1,1,162.56,56.7,167.64,Switch,16-08-1998
Chepe Mariscal,Machine Gun,15,6,1,170.18,65.77,175.26,Orthodox,27-10-1992
Cheyanne Vlismas,The Warrior Princess,7,3,0,160.02,52.16,160.02,Switch,25-06-1995
Cheyden Leialoha,Steadfast,6,0,0,172.72,61.23,185.42,Orthodox,15-03-1994
Chi Lewis-Parry,Chopper,7,0,1,205.74,110.22,,,
Chibwikem Onyenegecha,,5,0,0,190.5,83.91,,Orthodox,18-04-1994
Chico Camus,The King,17,7,0,167.64,56.7,167.64,Orthodox,26-01-1985
Chidi Njokuani,Bang Bang,22,10,0,190.5,83.91,203.2,Orthodox,31-12-1988
Chris Amarante,,2,0,0,,83.91,,,
Chris Avila,,5,4,0,177.8,65.77,,Orthodox,16-01-1993
Chris Barnett,Beastboy,23,8,0,175.26,120.2,190.5,Orthodox,14-06-1986
Chris Barnhizer,,2,3,0,,,,,
Chris Beal,Real Deal,10,5,0,170.18,56.7,175.26,Orthodox,06-08-1985
Chris Birchler,The Big Buck,7,4,0,190.5,92.99,,Switch,05-06-1987
Chris Bostick,,6,3,0,,,,,
Chris Brennan,The Westside Strangler,21,13,1,172.72,77.11,,Orthodox,12-10-1971
Chris Brown,,10,1,0,,77.11,,,
Chris Camozzi,,24,13,0,187.96,83.91,190.5,Orthodox,20-11-1986
Chris Cariaso,Kamikaze,17,8,0,160.02,56.7,162.56,Southpaw,27-05-1981
Chris Clements,The Menace,12,6,0,177.8,77.11,177.8,Orthodox,09-02-1976
Chris Coggins,,7,10,0,,,,,
Chris Condo,,0,1,0,182.88,151.95,,Orthodox,
Chris Cope,C-Murder,8,4,0,182.88,77.11,182.88,Orthodox,05-03-1983
Chris Culley,,20,15,0,,65.77,,,
Chris Curtis,Action-Man,30,10,0,177.8,83.91,190.5,Orthodox,15-07-1987
Chris Daukaus,,12,7,0,190.5,92.99,193.04,Orthodox,25-09-1989
Chris de la Rocha,,5,3,0,190.5,113.4,203.2,Orthodox,15-05-1979
Chris Dempsey,,11,5,0,177.8,83.91,182.88,Orthodox,08-09-1987
Chris Drumm,,0,1,0,172.72,65.77,,,
Chris Duncan,The Problem,11,1,0,177.8,70.31,180.34,Orthodox,10-05-1993
